98	
Delay	Jitter	Throughput
784.8251852023526	157.67221725866992	988089.3333333334
23.842627020983834	44.21147903340441	493802.3333333333
671.2520075914424	204.93102131287299	1165980.6666666667
26.373003896103896	16.743192699946324	775018.6666666666
21.336483660130718	9.910669533687495	690103.6666666666
527.6938934738074	137.01934690185436	855683.3333333334
28.597768994290732	12.792707390648568	729819.3333333334
46.656440293937536	21.61935092355783	698453.6666666666
53.2743975561239	38.9077183600713	681338
36.18867742592404	13.001493037794827	725383.3333333334
35.559082887700534	20.985274878739137	320986
19.29529166035946	7.951961738357654	365382.6666666667
14.770627308894573	5.5721173544044476	354736.6666666667
34.88714975845411	12.602647058823528	735080.3333333334
41.03976761864166	20.512864647351478	705819.6666666666
388.469425120773	132.24905882352942	868006.3333333334
41.3099064171123	19.634946695095948	620658.6666666666
25.09823188405797	9.643686274509804	713098.3333333334
1419.2442127597308	221.8461420171868	722946.6666666666
34.93267844202899	14.63873669467787	723014.6666666666
1137.9861502347417	197.55138095238095	912079.6666666666
37.09732356071881	13.56994770064485	736390
22.517362089201878	10.641550264550265	347567
2.9172946859903384	2.9508823529411767	495689.3333333333
31.043093581688797	12.715531452858068	734187.3333333334
932.0779962506309	176.43875074272134	952928.3333333334
28.73665286404417	13.790441176470589	767903.3333333334
436.73567606883535	91.38083767507003	869695.3333333334
27.213181956296282	17.934418650338053	702933.3333333334
41.56971342383107	23.64617512437811	635199.3333333334
27.59943258027849	10.559917451625223	731597.3333333334
41.52198973429952	21.841182795698924	678626
41.63701339072214	24.10580223880597	655663.6666666666
5.509735242053414	5.440730158730158	476756.3333333333
44.90849765258216	19.79080952380952	702021
21.20955430886707	10.464849726775956	356575
1098.3581862745098	189.79855721393034	943190
994.4174090650753	189.0907265144864	939135.6666666666
569.429705882353	126.64189054726369	843357.6666666666
27.389315623023403	10.917016393442623	701056.3333333334
18.990434782608695	8.180833333333334	369326.6666666667
31.601408295852075	54.631454764361884	458743.3333333333
35.06435306640465	21.20026741041244	725855.3333333334
1022.7466176121197	165.51953506974928	991033.3333333334
40.20496859903381	20.478457959454968	722379.3333333334
27.0361220043573	13.835445628997867	752783.6666666666
34.69978466847162	11.873680830846832	730154.3333333334
35.566227883454104	12.17677505446623	730673.6666666666
61.600673844537816	60.6435867794353	346471.3333333333
41.929929394277224	22.76143725490196	625038
3.1746567849361966	2.9184687851067244	495822
24.50406763285024	9.156058823529412	726550.3333333334
52.665152031827226	37.60235442661914	678432.3333333334
29.021934851621808	31.767085109406082	990785.6666666666
46.318985507246374	23.980539215686274	870375.6666666666
917.3092525303091	156.3691446562815	964161.3333333334
35.55905177158583	12.945971748400853	713040.3333333334
43.71975543478261	20.714010120177104	678218.3333333334
851.598811867978	166.42070332162717	960523
33.0182917409388	11.665494068120934	729080.6666666666
35.955424653264764	14.404103985856638	739009.6666666666
600.5390025575448	156.68960784313725	1358334.6666666667
35.26723410576352	12.245608113279754	716884
3.7443823529411766	3.985731343283582	491443.3333333333
24.68576797385621	11.319306544202067	723564.6666666666
37.603270531400966	15.004349451645066	729574.3333333334
29.659022803487595	15.63027950310559	687348
20.510496832724424	9.610221364612604	357322.3333333333
676.3886231884057	164.59836883029072	1218298
417.5124117647059	96.20834129353234	873802.3333333334
37.49925005751093	14.48481973434535	736028.3333333334
19.738487635352648	9.846496155585708	356130
60.641361502347415	43.131142857142855	693020
32.42006613756614	13.459382383007725	737490.6666666666
27.89132231084524	9.219341451712797	705762.3333333334
22.540399851356373	13.110017431541582	683744.3333333334
921.0518171152519	159.86716680875247	953479.6666666666
22.540655067660868	11.158896943852167	708618
44.412907786302924	23.639337869476147	707377
399.94835748792275	119.51808823529413	864458.6666666666
64.59615926241672	45.624972869651	507898.6666666667
711.8142028985508	198.09177361853833	1058358.3333333333
24.084208101077667	9.846301284100596	729387.6666666666
35.87236714975845	12.037696078431372	729933.3333333334
52.6952183908046	34.53694456289979	635279.3333333334
36.645212247585604	12.319725162068446	714051
35.37202821049368	11.916048569370343	714895
39.26205104910232	18.882993464052287	719208.6666666666
33.992178743961354	11.576460784313726	732466
645.0533719375431	221.83117924746608	1035666
30.00306763285024	42.98656862745098	491573.3333333333
34.791685990338166	10.852725490196079	730435.3333333334
326.4399612393217	126.7311227135663	905403
1458.93291643324	712.3330628674807	797010
40.212773956305426	24.06981045751634	728954.6666666666
24.296289100241545	12.903234827264239	689284.3333333334
2.7803521126760566	2.6453333333333333	495691
474.27969640062594	148.48583258145365	860715.3333333334
